Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd),Number of submissions per reporting country (NCA) and reference date
AUSTRIA,2017 Q3,Technical provisions calculated as a whole,R0530,12.56,20190319,38
AUSTRIA,2017 Q3,Loans on policies,R0240,47.54,20190319,38
AUSTRIA,2017 Q3,Technical provisions – non-life (excluding health),R0520,8771.03,20190319,38
AUSTRIA,2017 Q3,Bonds,R0130,52018.76,20190319,38
AUSTRIA,2017 Q3,Technical provisions – non-life,R0510,9585.34,20190319,38
AUSTRIA,2017 Q3,Loans and mortgages,R0230,4375.30,20190319,38
AUSTRIA,2017 Q3,Total assets,R0500,141151.28,20190319,38
AUSTRIA,2017 Q3,Pension benefit surplus,R0050,47.14,20190319,38
AUSTRIA,2017 Q3,Total liabilities,R0900,104646.61,20190319,38
AUSTRIA,2017 Q3,Assets held for index-linked and unit-linked contracts,R0220,19785.94,20190319,38
AUSTRIA,2017 Q3,"Any other liabilities, not elsewhere shown",R0880,300.99,20190319,38
AUSTRIA,2017 Q3,Cash and cash equivalents,R0410,2248.10,20190319,38
AUSTRIA,2017 Q3,Subordinated liabilities in Basic Own Funds,R0870,3830.46,20190319,38
AUSTRIA,2017 Q3,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,38
AUSTRIA,2017 Q3,Subordinated liabilities,R0850,3830.46,20190319,38
AUSTRIA,2017 Q3,Other investments,R0210,0.01,20190319,38
AUSTRIA,2017 Q3,"Payables (trade, not insurance)",R0840,1970.99,20190319,38
AUSTRIA,2017 Q3,Own shares (held directly),R0390,7.27,20190319,38
AUSTRIA,2017 Q3,Reinsurance payables,R0830,600.51,20190319,38
AUSTRIA,2017 Q3,Subordinated liabilities not in Basic Own Funds,R0860,0.00,20190319,38
AUSTRIA,2017 Q3,Investments (other than assets held for index-linked and unit-linked contracts),R0070,104608.60,20190319,38
AUSTRIA,2017 Q3,Equities - unlisted,R0120,531.23,20190319,38
AUSTRIA,2017 Q3,Financial liabilities other than debts owed to credit institutions,R0810,480.87,20190319,38
AUSTRIA,2017 Q3,Deposits other than cash equivalents,R0200,780.14,20190319,38
AUSTRIA,2017 Q3,Debts owed to credit institutions,R0800,93.80,20190319,38
AUSTRIA,2017 Q3,Reinsurance receivables,R0370,548.55,20190319,38
AUSTRIA,2017 Q3,Derivatives,R0790,36.76,20190319,38
AUSTRIA,2017 Q3,Equities - listed,R0110,612.05,20190319,38
AUSTRIA,2017 Q3,Deferred tax liabilities,R0780,4302.65,20190319,38
AUSTRIA,2017 Q3,Insurance and intermediaries receivables,R0360,759.79,20190319,38
AUSTRIA,2017 Q3,Deposits from reinsurers,R0770,1597.42,20190319,38
AUSTRIA,2017 Q3,Derivatives,R0190,67.30,20190319,38
AUSTRIA,2017 Q3,Pension benefit obligations,R0760,2303.20,20190319,38
AUSTRIA,2017 Q3,Deposits to cedants,R0350,1595.67,20190319,38
AUSTRIA,2017 Q3,Provisions other than technical provisions,R0750,754.18,20190319,38
AUSTRIA,2017 Q3,Intangible assets,R0030,0.00,20190319,38
AUSTRIA,2017 Q3,Contingent liabilities,R0740,25.36,20190319,38
AUSTRIA,2017 Q3,Life index-linked and unit-linked,R0340,363.06,20190319,38
AUSTRIA,2017 Q3,Risk margin,R0720,224.41,20190319,38
AUSTRIA,2017 Q3,Best Estimate,R0710,17406.67,20190319,38
AUSTRIA,2017 Q3,Life excluding health and index-linked and unit-linked,R0330,565.07,20190319,38
AUSTRIA,2017 Q3,Technical provisions calculated as a whole,R0700,52.73,20190319,38
AUSTRIA,2017 Q3,Equities,R0100,1143.28,20190319,38
AUSTRIA,2017 Q3,Technical provisions – index-linked and unit-linked,R0690,17683.82,20190319,38
AUSTRIA,2017 Q3,Collective Investments Undertakings,R0180,18886.35,20190319,38
AUSTRIA,2017 Q3,Health similar to life,R0320,-5.84,20190319,38
AUSTRIA,2017 Q3,Risk margin,R0680,1031.86,20190319,38
AUSTRIA,2017 Q3,Collateralised securities,R0170,103.15,20190319,38
AUSTRIA,2017 Q3,Best Estimate,R0670,56835.61,20190319,38
AUSTRIA,2017 Q3,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,559.22,20190319,38
AUSTRIA,2017 Q3,Technical provisions calculated as a whole,R0660,0.01,20190319,38
AUSTRIA,2017 Q3,"Property, plant & equipment held for own use",R0060,892.17,20190319,38
AUSTRIA,2017 Q3,"Receivables (trade, not insurance)",R0380,1153.05,20190319,38
AUSTRIA,2017 Q3,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,57867.47,20190319,38
AUSTRIA,2017 Q3,Health similar to non-life,R0300,315.00,20190319,38
AUSTRIA,2017 Q3,Risk margin,R0640,778.57,20190319,38
AUSTRIA,2017 Q3,Structured notes,R0160,1473.72,20190319,38
AUSTRIA,2017 Q3,Best Estimate,R0630,1862.85,20190319,38
AUSTRIA,2017 Q3,Non-life excluding health,R0290,2632.17,20190319,38
AUSTRIA,2017 Q3,Technical provisions calculated as a whole,R0620,0.00,20190319,38
AUSTRIA,2017 Q3,"Holdings in related undertakings, including participations",R0090,24433.81,20190319,38
AUSTRIA,2017 Q3,"Any other assets, not elsewhere shown",R0420,225.17,20190319,38
AUSTRIA,2017 Q3,Technical provisions - health (similar to life),R0610,2641.42,20190319,38
AUSTRIA,2017 Q4,Corporate Bonds,R0150,26963.42,20190319,37
AUSTRIA,2017 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,60319.92,20190319,37
AUSTRIA,2017 Q4,Risk margin,R0590,133.71,20190319,37
AUSTRIA,2017 Q4,Insurance & intermediaries payables,R0820,737.64,20190319,37
AUSTRIA,2017 Q4,Reinsurance recoverables from:,R0270,3127.75,20190319,37
AUSTRIA,2017 Q4,Best Estimate,R0580,630.48,20190319,37
AUSTRIA,2017 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,37
AUSTRIA,2017 Q4,Other loans and mortgages,R0260,4117.23,20190319,37
AUSTRIA,2017 Q4,Government Bonds,R0140,23702.38,20190319,37
AUSTRIA,2017 Q4,Technical provisions - health (similar to non-life),R0560,764.19,20190319,37
AUSTRIA,2017 Q4,Contingent liabilities,R0740,25.66,20190319,37
AUSTRIA,2017 Q4,Risk margin,R0550,878.33,20190319,37
AUSTRIA,2017 Q4,Loans and mortgages to individuals,R0250,87.67,20190319,37
AUSTRIA,2017 Q4,Property (other than for own use),R0080,7461.12,20190319,37
AUSTRIA,2017 Q4,Best Estimate,R0540,6767.70,20190319,37
AUSTRIA,2017 Q4,Technical provisions calculated as a whole,R0530,0.00,20190319,37
AUSTRIA,2017 Q4,Loans on policies,R0240,45.48,20190319,37
AUSTRIA,2017 Q4,Bonds,R0130,52150.29,20190319,37
AUSTRIA,2017 Q4,Technical provisions – non-life (excluding health),R0520,7646.03,20190319,37
AUSTRIA,2017 Q4,Pension benefit surplus,R0050,47.92,20190319,37
AUSTRIA,2017 Q4,Technical provisions – non-life,R0510,8410.22,20190319,37
AUSTRIA,2017 Q4,Loans and mortgages,R0230,4250.38,20190319,37
AUSTRIA,2017 Q4,"Payables (trade, not insurance)",R0840,1595.79,20190319,37
AUSTRIA,2017 Q4,Total assets,R0500,137555.14,20190319,37
AUSTRIA,2017 Q4,"Any other assets, not elsewhere shown",R0420,250.42,20190319,37
AUSTRIA,2017 Q4,Total liabilities,R0900,102875.28,20190319,37
AUSTRIA,2017 Q4,Cash and cash equivalents,R0410,1786.53,20190319,37
AUSTRIA,2017 Q4,Equities - unlisted,R0120,576.52,20190319,37
AUSTRIA,2017 Q4,Subordinated liabilities in Basic Own Funds,R0870,3851.66,20190319,37
AUSTRIA,2017 Q4,Other investments,R0210,0.01,20190319,37
AUSTRIA,2017 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,37
AUSTRIA,2017 Q4,Subordinated liabilities,R0850,3854.42,20190319,37
AUSTRIA,2017 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,102936.18,20190319,37
AUSTRIA,2017 Q4,Derivatives,R0190,63.97,20190319,37
AUSTRIA,2017 Q4,Own shares (held directly),R0390,7.23,20190319,37
AUSTRIA,2017 Q4,Reinsurance payables,R0830,138.00,20190319,37
AUSTRIA,2017 Q4,Deferred tax liabilities,R0780,4362.74,20190319,37
AUSTRIA,2017 Q4,"Receivables (trade, not insurance)",R0380,1046.05,20190319,37
AUSTRIA,2017 Q4,Financial liabilities other than debts owed to credit institutions,R0810,503.40,20190319,37
AUSTRIA,2017 Q4,Reinsurance receivables,R0370,229.70,20190319,37
AUSTRIA,2017 Q4,Equities - listed,R0110,661.77,20190319,37
AUSTRIA,2017 Q4,Derivatives,R0790,35.39,20190319,37
AUSTRIA,2017 Q4,Insurance and intermediaries receivables,R0360,649.30,20190319,37
AUSTRIA,2017 Q4,Deposits from reinsurers,R0770,1465.97,20190319,37
AUSTRIA,2017 Q4,Subordinated liabilities not in Basic Own Funds,R0860,2.76,20190319,37
AUSTRIA,2017 Q4,Pension benefit obligations,R0760,2283.14,20190319,37
AUSTRIA,2017 Q4,Deposits to cedants,R0350,1375.16,20190319,37
AUSTRIA,2017 Q4,Intangible assets,R0030,0.00,20190319,37
AUSTRIA,2017 Q4,Provisions other than technical provisions,R0750,824.22,20190319,37
AUSTRIA,2017 Q4,Life index-linked and unit-linked,R0340,357.33,20190319,37
AUSTRIA,2017 Q4,Risk margin,R0720,219.79,20190319,37
AUSTRIA,2017 Q4,Best Estimate,R0710,17669.80,20190319,37
AUSTRIA,2017 Q4,Life excluding health and index-linked and unit-linked,R0330,552.73,20190319,37
AUSTRIA,2017 Q4,"Any other liabilities, not elsewhere shown",R0880,283.61,20190319,37
AUSTRIA,2017 Q4,Equities,R0100,1238.29,20190319,37
AUSTRIA,2017 Q4,Technical provisions calculated as a whole,R0700,53.44,20190319,37
AUSTRIA,2017 Q4,Technical provisions – index-linked and unit-linked,R0690,17943.03,20190319,37
AUSTRIA,2017 Q4,Health similar to life,R0320,-9.17,20190319,37
AUSTRIA,2017 Q4,Debts owed to credit institutions,R0800,92.14,20190319,37
AUSTRIA,2017 Q4,Collateralised securities,R0170,56.04,20190319,37
AUSTRIA,2017 Q4,Risk margin,R0680,931.10,20190319,37
AUSTRIA,2017 Q4,"Property, plant & equipment held for own use",R0060,884.44,20190319,37
AUSTRIA,2017 Q4,Best Estimate,R0670,56551.22,20190319,37
AUSTRIA,2017 Q4,Deposits other than cash equivalents,R0200,651.27,20190319,37
AUSTRIA,2017 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,543.56,20190319,37
AUSTRIA,2017 Q4,Assets held for index-linked and unit-linked contracts,R0220,20010.66,20190319,37
AUSTRIA,2017 Q4,Collective Investments Undertakings,R0180,19590.51,20190319,37
AUSTRIA,2017 Q4,Technical provisions calculated as a whole,R0660,0.00,20190319,37
AUSTRIA,2017 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,57482.33,20190319,37
AUSTRIA,2017 Q4,Health similar to non-life,R0300,328.68,20190319,37
AUSTRIA,2017 Q4,Structured notes,R0160,1428.46,20190319,37
AUSTRIA,2017 Q4,Risk margin,R0640,803.10,20190319,37
AUSTRIA,2017 Q4,Best Estimate,R0630,2034.49,20190319,37
AUSTRIA,2017 Q4,Non-life excluding health,R0290,1898.18,20190319,37
AUSTRIA,2017 Q4,"Holdings in related undertakings, including participations",R0090,21780.71,20190319,37
AUSTRIA,2017 Q4,Technical provisions calculated as a whole,R0620,0.00,20190319,37
AUSTRIA,2017 Q4,Deferred tax assets,R0040,953.43,20190319,37
AUSTRIA,2017 Q4,Technical provisions - health (similar to life),R0610,2837.60,20190319,37
AUSTRIA,2017 Q4,Non-life and health similar to non-life,R0280,2226.86,20190319,37
AUSTRIA,2017 Q4,Excess of assets over liabilities,R1000,34679.86,20190319,37
AUSTRIA,2018 Q1,Excess of assets over liabilities,R1000,34555.47,20190319,37
AUSTRIA,2018 Q1,Corporate Bonds,R0150,26495.81,20190319,37
AUSTRIA,2018 Q1,Technical provisions - life (excluding index-linked and unit-linked),R0600,59964.30,20190319,37
AUSTRIA,2018 Q1,Insurance & intermediaries payables,R0820,664.36,20190319,37
AUSTRIA,2018 Q1,Risk margin,R0590,137.20,20190319,37
AUSTRIA,2018 Q1,Reinsurance recoverables from:,R0270,3235.06,20190319,37
AUSTRIA,2018 Q1,Best Estimate,R0580,684.23,20190319,37
AUSTRIA,2018 Q1,Technical provisions calculated as a whole,R0570,0.00,20190319,37
AUSTRIA,2018 Q1,Other loans and mortgages,R0260,4093.32,20190319,37
AUSTRIA,2018 Q1,Government Bonds,R0140,23533.83,20190319,37
AUSTRIA,2018 Q1,Technical provisions - health (similar to non-life),R0560,821.43,20190319,37
AUSTRIA,2018 Q1,Property (other than for own use),R0080,7487.71,20190319,37
AUSTRIA,2018 Q1,Intangible assets,R0030,0.00,20190319,37
AUSTRIA,2018 Q1,Risk margin,R0550,871.68,20190319,37
AUSTRIA,2018 Q1,Loans and mortgages to individuals,R0250,83.67,20190319,37
AUSTRIA,2018 Q1,Best Estimate,R0540,7298.58,20190319,37
AUSTRIA,2018 Q1,Pension benefit surplus,R0050,47.28,20190319,37
AUSTRIA,2018 Q1,Technical provisions calculated as a whole,R0530,0.00,20190319,37
AUSTRIA,2018 Q1,Loans on policies,R0240,50.23,20190319,37
AUSTRIA,2018 Q1,Bonds,R0130,51493.23,20190319,37
AUSTRIA,2018 Q1,Technical provisions – non-life (excluding health),R0520,8170.26,20190319,37
AUSTRIA,2018 Q1,Technical provisions – non-life,R0510,8991.68,20190319,37
AUSTRIA,2018 Q1,Loans and mortgages,R0230,4227.22,20190319,37
AUSTRIA,2018 Q1,Total assets,R0500,137594.07,20190319,37
AUSTRIA,2018 Q1,"Any other assets, not elsewhere shown",R0420,250.65,20190319,37
AUSTRIA,2018 Q1,Assets held for index-linked and unit-linked contracts,R0220,19688.69,20190319,37
AUSTRIA,2018 Q1,Total liabilities,R0900,103038.60,20190319,37
AUSTRIA,2018 Q1,Equities - unlisted,R0120,593.10,20190319,37
AUSTRIA,2018 Q1,Cash and cash equivalents,R0410,2186.67,20190319,37
AUSTRIA,2018 Q1,Subordinated liabilities in Basic Own Funds,R0870,3817.81,20190319,37
AUSTRIA,2018 Q1,Investments (other than assets held for index-linked and unit-linked contracts),R0070,102211.17,20190319,37
AUSTRIA,2018 Q1,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,37
AUSTRIA,2018 Q1,Other investments,R0210,0.01,20190319,37
AUSTRIA,2018 Q1,Subordinated liabilities,R0850,3823.64,20190319,37
AUSTRIA,2018 Q1,"Payables (trade, not insurance)",R0840,1893.15,20190319,37
AUSTRIA,2018 Q1,Own shares (held directly),R0390,7.73,20190319,37
AUSTRIA,2018 Q1,Reinsurance payables,R0830,154.94,20190319,37
AUSTRIA,2018 Q1,"Receivables (trade, not insurance)",R0380,1066.13,20190319,37
AUSTRIA,2018 Q1,Deposits other than cash equivalents,R0200,678.05,20190319,37
AUSTRIA,2018 Q1,Financial liabilities other than debts owed to credit institutions,R0810,507.13,20190319,37
AUSTRIA,2018 Q1,Equities - listed,R0110,632.11,20190319,37
AUSTRIA,2018 Q1,Reinsurance receivables,R0370,137.13,20190319,37
AUSTRIA,2018 Q1,Derivatives,R0790,29.89,20190319,37
AUSTRIA,2018 Q1,Subordinated liabilities not in Basic Own Funds,R0860,5.83,20190319,37
AUSTRIA,2018 Q1,Deferred tax liabilities,R0780,4310.72,20190319,37
AUSTRIA,2018 Q1,Insurance and intermediaries receivables,R0360,1106.53,20190319,37
AUSTRIA,2018 Q1,Derivatives,R0190,60.44,20190319,37
AUSTRIA,2018 Q1,Deposits from reinsurers,R0770,1524.79,20190319,37
AUSTRIA,2018 Q1,Pension benefit obligations,R0760,2275.34,20190319,37
AUSTRIA,2018 Q1,Deposits to cedants,R0350,1587.30,20190319,37
AUSTRIA,2018 Q1,Provisions other than technical provisions,R0750,797.51,20190319,37
AUSTRIA,2018 Q1,Contingent liabilities,R0740,1.72,20190319,37
AUSTRIA,2018 Q1,Life index-linked and unit-linked,R0340,327.67,20190319,37
AUSTRIA,2018 Q1,Collective Investments Undertakings,R0180,19588.91,20190319,37
AUSTRIA,2018 Q1,Risk margin,R0720,218.39,20190319,37
AUSTRIA,2018 Q1,Debts owed to credit institutions,R0800,90.47,20190319,37
AUSTRIA,2018 Q1,Equities,R0100,1225.21,20190319,37
AUSTRIA,2018 Q1,"Any other liabilities, not elsewhere shown",R0880,402.11,20190319,37
AUSTRIA,2018 Q1,Best Estimate,R0710,17335.04,20190319,37
AUSTRIA,2018 Q1,Life excluding health and index-linked and unit-linked,R0330,549.49,20190319,37
AUSTRIA,2018 Q1,Technical provisions calculated as a whole,R0700,53.42,20190319,37
AUSTRIA,2018 Q1,"Property, plant & equipment held for own use",R0060,892.02,20190319,37
AUSTRIA,2018 Q1,Technical provisions – index-linked and unit-linked,R0690,17606.85,20190319,37
AUSTRIA,2018 Q1,Health similar to life,R0320,-7.13,20190319,37
AUSTRIA,2018 Q1,Collateralised securities,R0170,54.57,20190319,37
AUSTRIA,2018 Q1,Risk margin,R0680,931.48,20190319,37
AUSTRIA,2018 Q1,Best Estimate,R0670,56185.80,20190319,37
AUSTRIA,2018 Q1,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,542.36,20190319,37
AUSTRIA,2018 Q1,Technical provisions calculated as a whole,R0660,0.00,20190319,37
AUSTRIA,2018 Q1,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,57117.28,20190319,37
AUSTRIA,2018 Q1,Health similar to non-life,R0300,350.90,20190319,37
AUSTRIA,2018 Q1,Structured notes,R0160,1409.02,20190319,37
AUSTRIA,2018 Q1,Deferred tax assets,R0040,950.47,20190319,37
AUSTRIA,2018 Q1,Risk margin,R0640,835.64,20190319,37
AUSTRIA,2018 Q1,"Holdings in related undertakings, including participations",R0090,21677.62,20190319,37
AUSTRIA,2018 Q1,Best Estimate,R0630,2011.38,20190319,37
AUSTRIA,2018 Q1,Non-life excluding health,R0290,2014.13,20190319,37
AUSTRIA,2018 Q1,Technical provisions calculated as a whole,R0620,0.00,20190319,37
AUSTRIA,2018 Q1,Technical provisions - health (similar to life),R0610,2847.02,20190319,37
AUSTRIA,2018 Q1,Non-life and health similar to non-life,R0280,2365.04,20190319,37
AUSTRIA,2018 Q2,Technical provisions - life (excluding index-linked and unit-linked),R0600,60042.05,20190319,36
AUSTRIA,2018 Q2,Risk margin,R0590,138.65,20190319,36
AUSTRIA,2018 Q2,Reinsurance recoverables from:,R0270,3227.78,20190319,36
AUSTRIA,2018 Q2,Best Estimate,R0580,685.58,20190319,36
AUSTRIA,2018 Q2,Technical provisions calculated as a whole,R0570,0.00,20190319,36
AUSTRIA,2018 Q2,Other loans and mortgages,R0260,4233.31,20190319,36
AUSTRIA,2018 Q2,Government Bonds,R0140,23537.05,20190319,36
AUSTRIA,2018 Q2,Property (other than for own use),R0080,7535.85,20190319,36
AUSTRIA,2018 Q2,Technical provisions - health (similar to non-life),R0560,824.24,20190319,36
AUSTRIA,2018 Q2,Risk margin,R0550,885.55,20190319,36
AUSTRIA,2018 Q2,Loans and mortgages to individuals,R0250,79.25,20190319,36
AUSTRIA,2018 Q2,Pension benefit surplus,R0050,47.49,20190319,36
AUSTRIA,2018 Q2,Best Estimate,R0540,7297.61,20190319,36
AUSTRIA,2018 Q2,Technical provisions calculated as a whole,R0530,0.00,20190319,36
AUSTRIA,2018 Q2,Loans on policies,R0240,50.59,20190319,36
AUSTRIA,2018 Q2,Bonds,R0130,51631.77,20190319,36
AUSTRIA,2018 Q2,Technical provisions – non-life (excluding health),R0520,8183.16,20190319,36
AUSTRIA,2018 Q2,Technical provisions – non-life,R0510,9007.40,20190319,36
AUSTRIA,2018 Q2,Loans and mortgages,R0230,4363.15,20190319,36
AUSTRIA,2018 Q2,Total assets,R0500,136894.57,20190319,36
AUSTRIA,2018 Q2,"Any other assets, not elsewhere shown",R0420,293.81,20190319,36
AUSTRIA,2018 Q2,Assets held for index-linked and unit-linked contracts,R0220,19584.93,20190319,36
AUSTRIA,2018 Q2,Equities - unlisted,R0120,636.83,20190319,36
AUSTRIA,2018 Q2,Total liabilities,R0900,103141.60,20190319,36
AUSTRIA,2018 Q2,"Any other liabilities, not elsewhere shown",R0880,391.01,20190319,36
AUSTRIA,2018 Q2,Cash and cash equivalents,R0410,1810.39,20190319,36
AUSTRIA,2018 Q2,Investments (other than assets held for index-linked and unit-linked contracts),R0070,102124.37,20190319,36
AUSTRIA,2018 Q2,Subordinated liabilities in Basic Own Funds,R0870,3845.87,20190319,36
AUSTRIA,2018 Q2,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,36
AUSTRIA,2018 Q2,Other investments,R0210,0.01,20190319,36
AUSTRIA,2018 Q2,Subordinated liabilities,R0850,3855.13,20190319,36
AUSTRIA,2018 Q2,"Payables (trade, not insurance)",R0840,1886.86,20190319,36
AUSTRIA,2018 Q2,Own shares (held directly),R0390,6.46,20190319,36
AUSTRIA,2018 Q2,Reinsurance payables,R0830,188.15,20190319,36
AUSTRIA,2018 Q2,Insurance & intermediaries payables,R0820,649.59,20190319,36
AUSTRIA,2018 Q2,"Receivables (trade, not insurance)",R0380,979.13,20190319,36
AUSTRIA,2018 Q2,Deposits other than cash equivalents,R0200,855.99,20190319,36
AUSTRIA,2018 Q2,Equities - listed,R0110,580.81,20190319,36
AUSTRIA,2018 Q2,Financial liabilities other than debts owed to credit institutions,R0810,564.48,20190319,36
